Gloss,Class (Bowern 2007),Portuguese,Spanish,French,Korlai,Source Korlai,Daman,Source Daman,Diu,Source Diu,Sri Lanka PT,Source Sri Lanka PT,Kannur,Source Kannur,Malacca,Source Malacca,Macao,Source Macau,Tugu/Batavia,Source Tugu/Batavia,Santiago CV,Source Santiago CV,Santo Antão CV,Source Santo Antão CV,São Vicente CV,Source São Vicente CV,Fogo CV,Source Fogo CV,Brava CV,Source Brava CV,Santome,Source Santome CV,Fá d'Ambô,Source Fá d'Ambô,Principense,Source Principense,Angolar,Source Angolar,Guinea Bissau,Source Guinea Bissau,Casamancese,Source Casamancese,Papiamento,Source Papiamento,Palenquero,Source Palenquero,Cavite Chabacano,Source Cavite Chabacano,Ternate Chabacano,Source Ternate Chabacano,Zamboanga Chabacano,Source Zamboanga Chabacano,Karipuna,Source Karipuna,Guianese,Source Guianese,Louisiana,Source Louisiana,Haitian,Source Haitian,Guadeloupean,Source Guadeloupean,Martinican,Source Martinican,Saint Lucian,Source Saint Lucian,Mauritian,Source Mauritian,Réunionese,Source Réunionese,Seychellois,Source Seychellois
two,quant,dojʃ,dos,dø,doj,Clements2011,doj,Clements2011,doj,Clements2012,doːs,Clements2012,dos,Clements2012,dos,BaxterSilva2004,do̹s,FernandesBaxter2001,dos,Maurer2011,dɔs,Quint1998,doj,Baptista2014,doʃ,Baptista2019,dos,Baptista2019,dos,Baptista2019,dosu,Bandeira2017,dosu,Bandeira2017,dosu,Araujo2012,dosu,Bandeira2017,dos,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,dus,Biagui2012,dos,Quint2000,ndo,Schwegler2000,dos,Diccionario2008,dos,Sippola2011,dos,DeCastro2019,de,Tobler 1983,de,Barthèlemi 2007,de,Valdman et al. 1999,de,Wittmann 1973,de,Barbotin & Tourenux 2000,de,Confiant 2007,de,Frank 2001,de,Wittmann 1973,de,Baker 1982,de,Baker 1982
vomit,body verb,vumitaɾ,vomitar,vɔmiʁ,gumita,Clements2011,lansa,Clements2011,,,gumitaː,Clements2012,gumtə,Clements2012,gumita,BaxterSilva2004,,,,,gumitɐ,Quint1998,vmita,Baptista2019,vumita,Baptista2019,vumitɐ,Baptista2019,vomitɐ,Baptista2019,ŋgumita,Bandeira2017,luza,Bandeira2017,gumita,Araujo2012,ŋgumita,Bandeira2017,rɔbasa,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,aɾoha,JacobsHoyer2018,,,bumita,Diccionario2008,gumita,Sippola2011,gumita,DeCastro2019,vomi,Tobler 1987,vʁõmi,Barthèlemi 2007,vomi,Valdman et al. 1999,vomi,Wittmann 1973,vɔ̃mi,Barbotin & Tourenux 2000,vɔ̃mi,Confiant 2007,vɔ̃mi,Mondesir 1992,vomi,Wittmann 1973,,,vomi,"Michaelis, Rosalie & Muhme 2009"
walk,motion,ɐ̃daɾ,caminar,maʁʃe,maɾtʃa,Clements2012,maɾtʃa,Clements2012,ãda,Clements2012,matʃa,Clements2012,maɾtʃæ,Clements2012,anda,BaxterSilva2004,anda̜,FernandesBaxter2001,maɾtʃa,Maurer2011,ɐ̃dɐ,Quint1998,ãnda,Baptista2019,ãda,Swolkien2015,ɐndɐ,Tavares2020,ɐnda,Baptista2019,ɐ̃dali,AraujoHagemeijer2013,nda,HagemeijerMaurer-CecchiniSegorbe2020,nda,Araujo2012,nda,Cosme2014,jɐ̃dɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,ɟenda,Biagui2012,kana,Quint2000,kamina,Schwegler1996,kamina,Diccionario2008,kamina,Sippola2011,kamina,DeCastro2019,maʃe,Tobler 1983,maʃe,Barthèlemi 2007,maɾʃe,Valdman et al. 1999,maʃe,Wittmann 1973,maʃe,Barbotin & Tourenux 2000,maʃe,Confiant 2007,maʃe,Frank 2001,maɣse,Wittmann 1973,maase,Baker 1982,maase,Baker 1982
warm,adjective,moɾnu,"caliente, cálido",ʃo,kɛ̃t,Clements2011,kent,Clements2011,kẽt,Clements2012,keːnti,Clements2012,kenti,Clements2012,kenti,BaxterSilva2004,kente,FernandesBaxter2001,kenti,Maurer2011,kẽti,Quint1998,kẽnt,Baptista2014,kẽt,Baptista2019,kẽti,Tavares2020,kẽti,Baptista2019,kẽtʃi,AraujoHagemeijer2013,kẽtʃi,HagemeijerMaurer-CecchiniSegorbe2020,kẽtʃi,Araujo2012,ketʃi,Cosme2014,kĩntɪ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,cinti,Biagui2012,kajente,Quint2000,nblasa,Mercado2026,kaljenti,Diccionario2008,kaljenti,Sippola2011,kaʎenti,DeCastro2019,ʃofe,Tobler 1983,ʃofe,Barthèlemi 2007,ʃofe,Valdman et al. 1999,ʃo,Wittmann 1973,ʃo,Barbotin & Tourenux 2000,ʃo,Confiant 2007,ʃo,Frank 2001,so,Wittmann 1973,so ,Baker 1982,so ,Baker 1982
wash,transfer,lɐvaɾ,lavar,lave,laʋa,Clements2011,laʋa,Clements2011,laʋa,Clements2012,laʋaː,Clements2012,ləʋə,Clements2012,laba,BaxterSilva2004,,,limpa,Maurer2011,labɐ,Quint1998,lɐva,Baptista2014,lɐva,Baptista2019,labɐ,Baptista2019,labɐ,Baptista2019,laba,Bandeira2017,laba,Bandeira2017,lava,Araujo2012,laba,Bandeira2017,labɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,laba,Biagui2012,laba,JacobsHoyer2018,laba,Schwegler2013,laba,Diccionario2008,laba,Sippola2011,laba,DeCastro2019,lave,Tobler 1983,lave,Barthèlemi 2007,lave,Valdman et al. 1999,lave,Wittmann 1973,lave,Barbotin & Tourenux 2000,lave,Confiant 2007,lave,Mondesir 1992,lave,Wittmann 1973,lave,Staudacher-Valliamee 2001,lave,"Michaelis, Rosalie & Muhme 2009"
water,environment,agwɐ,agua,o,ag,Clements2011,ag,Clements2011,ag,Clements2012,aːʋ,Clements2012,agə,Clements2012,agu,BaxterSilva2004,a̜gu,FernandesBaxter2001,agu,Maurer2011,agu,Quint1998,agɐ,Baptista2014,agɐ,Baptista2019,agu,Baptista2019,agwa,Baptista2019,awɐ,Bandeira2017,awa,Bandeira2017,awɐ,Araujo2012,awɐ,Bandeira2017,jagʊ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,ɟagu,Biagui2012,awa,JacobsHoyer2018,agwa,Dieck2000,agwa,Diccionario2008,agwa,Sippola2011,agwa,DeCastro2019,dlo,Tobler 1983,dlo,Barthèlemi 2007,dolo,Valdman et al. 1999,dlo,Wittmann 1973,dlo,Barbotin & Tourenux 2000,dlo,Confiant 2007,dlo,Frank 2001,delo,Wittmann 1973,dlo,Baker 1982,ɟilo,Baker 1982
we,pro,nɔʃ,"nosotros, nosotras",nu,nɔ,Clements2011,nɔs,Clements2011,nɔs,Clements2012,noːs,Clements2012,nɔzə,Clements2012,nus,BaxterSilva2004,nos,FernandesBaxter2001,nos,Maurer2011,nu,Quint1998,nos,Baptista2014,nɔs,Baptista2019,nos,Baptista2019,nos,Baptista2019,nõ,Bandeira2017,nõ,Bandeira2017,nɔ̃,Araujo2012,nɔ̃,Bandeira2017,anɔs,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,nos,Biagui2012,nos,Quint2000,suto,BickertonEscalante1970,niso,Diccionario2008,motɾu,Sippola2011,kita,DeCastro2019,nu,Tobler 1983,nu,Barthèlemi 2007,nuzɔt,Valdman et al. 1999,nu,Wittmann 1973,nu,Barbotin & Tourenux 2000,nu,Confiant 2007,nu,Frank 2001,nu,Wittmann 1973,nu,Baker 1982,nu,Baker 1982
wet,adjective,muʎadu,mojado,muje,muljad,Clements2011,muljad,Clements2011,mujad,Clements2012,mujaːdu,Clements2012,muʎad,Clements2012,muladu,BaxterSilva2004,muladu,FernandesBaxter2001,muladu,Maurer2011,modʒadu,Quint1998,mojɔd,Baptista2019,mojɔd,Baptista2019,modʒadu,Baptista2019,modʒadu,Baptista2019,mɔ̃ɲadu,Bandeira2017,maːdu,HagemeijerMaurer-CecchiniSegorbe2020,mwadu,Araujo2012,miadu,Bandeira2017,mɔjadu,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,muha,JacobsHoyer2018,,,muhaw,Diccionario2008,muhaw,Ocampo1947,muhaw,Camins1999,thãpe,Tobler 1983,muje,Barthèlemi 2007,tɾãp,Valdman et al. 1999,muje,Wittmann 1973,plɛ̃ dlo,Barbotin & Tourenux 2000,muje,Confiant 2007,muje,Mondesir 1992,muje,Wittmann 1973,,,imid,"Michaelis, Rosalie & Muhme 2009"
what,pro,uke,qué,kwa,ki,Clements2012,ki,Clements2012,ki,Clements2012,ki,Clements2012,ki,Clements2012,ki,BaxterSilva2004,ki,FernandesBaxter2001,ki,Maurer2011,kusɛ,Quint1998,ke,Baptista2014,kze,Swolkien2015,kuze,Tavares2020,kuze,Baptista2019,kwa,AraujoHagemeijer2013,xa,HagemeijerMaurer-CecchiniSegorbe2020,kwa,Araujo2012,kwaj,Cosme2014,kal,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,ke,Biagui2012,kiko,Quint2000,ke,Dieck2000,kosa,Diccionario2008,kosa,Sippola2011,kosa,DeCastro2019,ki,Tobler 1983,kisa,Barthèlemi 2007,ki,Valdman et al. 1999,ki,Wittmann 1973,kisa,Barbotin & Tourenux 2000,kisa,Confiant 2007,ki,Frank 2001,ki,Wittmann 1973,ko sa,Baker 1982,ki,Baker 1982
when,pro,kwɐ̃du,cuándo,kã,kɔɾ,Clements2011,kwan,Clements2011,kwɔn,Clements2012,kijɔːɾa,Clements2012,kiɔɾə,Clements2012,kantu,BaxterSilva2004,keloɾa,FernandesBaxter2001,ki oɾa,Maurer2011,ɔɾɐ,Quint1998,kõnd,Baptista2014,kɔ̃d,Swolkien2015,kitẽpu,Baptista2019,kuãdu,Baptista2019,ɔla,AraujoHagemeijer2013,gɔla,HagemeijerMaurer-CecchiniSegorbe2020,kãnu,Araujo2012,ɔla,Cosme2014,,,woca,Biagui2012,kioɾa,JacobsHoyer2018,kwandi,Schwegler2000,kwandu,Diccionario2008,kwandu,Sippola2011,kwandu,DeCastro2019,kã,Tobler 1983,kã,Barthèlemi 2007,kã,Valdman et al. 1999,kã,Wittmann 1973,lɛ,Barbotin & Tourenux 2000,lɛ,Confiant 2007,ki le,Mondesir 1992,kã,Wittmann 1973,kã,Stein 1984,kã,"Michaelis, Rosalie & Muhme 2009"
where,pro,õdɨ,dónde,u,un,Clements2011,un,Clements2011,ɔn,Clements2012,oːndi,Clements2012,ɔndi,Clements2012,undi,BaxterSilva2004,unde,FernandesBaxter2001,ondi,Maurer2011,ũdi,Quint1998,õnd,Baptista2014,ũd,Swolkien2015,ũdi,Tavares2020,,,ɐ̃dʒi,AraujoHagemeijer2013,ana,HagemeijerMaurer-CecchiniSegorbe2020,,,,,nũdɛ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,unda,JacobsHoyer2018,andi,Schwegler2000,dondi,Diccionario2008,dondi,Sippola2011,dondi,DeCastro2019,kote,Tobler 1983,u,Barthèlemi 2007,au,Valdman et al. 1999,ki kote,Wittmann 1973,ki kote,Barbotin & Tourenux 2000,kikote,Confiant 2007,kote,Mondesir 1992,kot,Wittmann 1973,usa,Stein 1984,kote,"Michaelis, Rosalie & Muhme 2009"
white,colour,bɾɐ̃ku,blanco,blɑ̃,bɾak,Clements2011,bɾank,Clements2011,bɾãk,Clements2012,bɾaːnku,Clements2012,bɾankə,Clements2012,braŋku,BaxterSilva2004,bɾanku,FernandesBaxter2001,bɾaŋku,Maurer2011,bɾɐ̃ku,Quint1998,brõŋk,Baptista2014,bɾõk,Swolkien2015,bɾãku,Baptista2019,bɾãku,Baptista2019,blɐ̃ku,Bandeira2017,bɐ̃ːŋku,Bandeira2017,bɐ̃ːku,Araujo2012,ubɐ̃ːku,Bandeira2017,bɾɐ̃ku,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,braŋku,Biagui2012,blanku,Quint2000,blanko,Schwegler2013,blaŋku,Diccionario2008,blaŋku,Sippola2011,blaŋku,DeCastro2019,blã,Tobler 1983,blã,Barthèlemi 2007,blã,Valdman et al. 1999,blãʃ,Wittmann 1973,blã,Barbotin & Tourenux 2000,blã,Confiant 2007,blã,Frank 2001,blã,Wittmann 1973,blã,Baker 1982,blã,Baker 1982
who,pro,kɐ̃j,quién,ki,kɛ̃,Clements2011,kẽ,Clements2011,kẽ,Clements2012,keːm,Clements2012,kɛ̃,Clements2012,kɛŋ,BaxterSilva2004,kiŋ,FernandesBaxter2001,kiŋ,Maurer2011,keɲɐ,Quint1998,kẽ,Baptista2014,kẽ,Swolkien2015,keɲɐ,Tavares2020,keɲi,Baptista2019,kẽ,AraujoHagemeijer2013,keŋge,HagemeijerMaurer-CecchiniSegorbe2020,nĩge,Cosme2014,ŋej,Cosme2014,kĩ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,ki,Biagui2012,kẽ,Quint2000,kjen,Dieck2000,kjen,Diccionario2008,kjen,Sippola2011,kjen,DeCastro2019,kĩ,Tobler 1983,ki,Barthèlemi 2007,ki,Valdman et al. 1999,ki,Wittmann 1973,ki,Barbotin & Tourenux 2000,kimun,Confiant 2007,ki mun ki,Frank 2001,ki,Wittmann 1973,ki sa,Baker 1982,ki,Baker 1982
wide,adjective,ɫaɾgu,ancho,laʁʒ,laɾg,Clements2011,laɾg,Clements2011,laɾg,Clements2012,laɾgu,Callaway1820,laɾg,Clements2012,largu,BaxterSilva2004,la̜ɾgo,FernandesBaxter2001,laɾgu,Maurer2011,laɾgu,Quint1998,lɔɾg,Baptista2019,lɔɾg,Baptista2019,laɾgu,Baptista2019,laɾgu,Baptista2019,lalugu,AraujoHagemeijer2013,bagabaga,HagemeijerMaurer-CecchiniSegorbe2020,lagu,Araujo2012,,,laɾgu,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,largu,Biagui2012,antʃu,JacobsHoyer2018,,,antʃu,Diccionario2008,antʃu,Ocampo1947,antʃu,DeCastro2019,laʒ,Tobler 1983,,,laɾʒ,Valdman et al. 1999,laʒ,Wittmann 1973,laʒ,Barbotin & Tourenux 2000,laʒ,Confiant 2007,laʒ,Mondesir 1992,laɣz,Wittmann 1973,,,laaz,"Michaelis, Rosalie & Muhme 2009"
wife,human,muʎɛɾ,"esposa, mujer","fam, epuz",mulɛɾ,Clements2011,muʎɛɾ,Clements2011,mujɛɾ,Clements2012,mujeːɾa,Clements2012,muʎɛɾ,Clements2012,mule,BaxterSilva2004,muljeɾ,FernandesBaxter2001,muleɾ,Maurer2011,mudʒeɾ,Quint1998,mljeɾ,Baptista2014,amdʒɛɾ,Baptista2019,mudʒe,Baptista2019,mudʒɛɾ,Baptista2019,mwala,Bandeira2017,mjɛle,Bandeira2017,mjɛ,Araujo2012,mẽgai,Bandeira2017,mindʒer,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,miɲɟer,Biagui2012,esposa,JacobsHoyer2018,muhe,Schwegler2000,muheɾ,Diccionario2008,muheɾ,Sippola2011,isposa,DeCastro2019,fam,Tobler 1983,madãm maʁje,Barthèlemi 2007,fam,Valdman et al. 1999,madãm,Wittmann 1973,madãm,Barbotin & Tourenux 2000,madãm,Confiant 2007,madãm,Mondesir 1992,fam,Wittmann 1973,fam,Stein 1984,bɔ̃nfãm,"Michaelis, Rosalie & Muhme 2009"
wind,environment,vẽtu,viento,vɑ̃,ʋɛ̃t,Clements2011,ʋent,Clements2011,ʋẽt,Clements2012,ʋɛːntu,Clements2012,ʋæntə,Clements2012,bentu,BaxterSilva2004,ventu,FernandesBaxter2001,bentu,Maurer2011,bẽu,Quint1998,vẽnt,Baptista2014,vẽt,Baptista2019,bẽtu,Baptista2019,bẽtu,Baptista2019,vɛ̃tu,Bandeira2017,ɔvɛ̃tu,Bandeira2017,uvɛ̃tu,Araujo2012,vɛ̃tu,Bandeira2017,ventʊ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,bjentu,JacobsHoyer2018,,,bjentu,Diccionario2008,bjentu,Sippola2011,bjentu,Camins1999,vã,Tobler 1983,vã,Barthèlemi 2007,vã,Valdman et al. 1999,vã,Wittmann 1973,vã,Barbotin & Tourenux 2000,vã,Confiant 2007,vã,Mondesir 1992,divan,Wittmann 1973,,,ɟivã,"Michaelis, Rosalie & Muhme 2009"
wing,body part,azɐ,ala,ɛl,adz,Clements2011,az,Clements2011,az,Clements2012,aːsa,Clements2012,azə,Clements2012,aza,BaxterSilva2004,asa,FernandesBaxter2001,,,asɐ,Quint1998,aza,Baptista2014,azɐ,Baptista2019,aza,Baptista2019,aza,Baptista2019,azɐ,Bandeira2017,aza,Bandeira2017,azɐ,Araujo2012,aðɐ,Bandeira2017,azɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,ãsa,Biagui2012,ala,JacobsHoyer2018,ala,Moñino2002,alas,Diccionario2008,alas,Sippola2011,,,zɛl,Tobler 1983,zɛl,Barthèlemi 2007,ɛl,Valdman et al. 1999,zɛl,Wittmann 1973,zɛl,Barbotin & Tourenux 2000,zɛl,Confiant 2007,zel,Mondesir 1992,lezel,Wittmann 1973,,,lezel,"Michaelis, Rosalie & Muhme 2009"
wipe,transfer,ɫĩpaɾ,limpiar,esɥije,lipakupan,Clements2011,limpakutɾap,Clements2011,lĩpa,Clements2012,limpaː,Clements2012,limpə,Clements2012,limpa,BaxterSilva2004,esfɾega̹,FernandesBaxter2001,,,lĩpɐ,Quint1998,lĩmpa,Baptista2014,lĩpa,Baptista2019,lĩpɐ,Baptista2019,lĩpɐ,Baptista2019,flɛga,AraujoHagemeijer2013,,,fɛga,Araujo2012,,,lĩmpɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,limpa,Biagui2012,baɾi,JacobsHoyer2018,limpja,Schwegler2000,limpja,Diccionario2008,limpja,Ocampo1947,,,fote,Tobler 1987,fʁote,Barthèlemi 2007,sije,Valdman et al. 1999,sije,Wittmann 1973,swije,Barbotin & Tourenux 2000,swije,Confiant 2007,swije,Mondesir 1992,suje,Wittmann 1973,,,,"Michaelis, Rosalie & Muhme 2009"
with,conj,kõ,con,avɛk,ku,Clements2011,ku,Clements2011,ku,Clements2012,kum,SilvaTrigo2022,,,ku,BaxterSilva2004,ko,FernandesBaxter2001,ka,Maurer2011,ku,Quint1998,ma,Baptista2014,ma,Baptista2019,ku,Baptista2019,ku,Baptista2019,ku,Bandeira2017,ku,Bandeira2017,kõ,Araujo2012,ku,Bandeira2017,ku,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,ku,JacobsHoyer2018,ku,Schwegler2000,kon,Diccionario2008,kon,Sippola2011,kon,DeCastro2019,ke,Tobler 1983,ke,Barthèlemi 2007,avɛk,Valdman et al. 1999,ak,Wittmann 1973,epi,Barbotin & Tourenux 2000,epi,Confiant 2007,evɛk,Mondesir 1992,ek,Wittmann 1973,ɛk,Staudacher-Valliamee 2001,avek,"Michaelis, Rosalie & Muhme 2009"
woman,human,muʎɛɾ,mujer,fam,mulɛɾ,Clements2011,muʎɛɾ,Clements2011,mujɛɾ,Clements2012,mujeːɾa,Clements2012,muʎɛɾ,Clements2012,mule,BaxterSilva2004,mulɛ,FernandesBaxter2001,femi,Maurer2011,mudʒeɾ,Quint1998,mieɾ,Baptista2014,amdʒɛɾ,Baptista2019,mudʒe,Baptista2019,mudʒɛɾ,Baptista2019,mwala,Bandeira2017,mjɛle,Bandeira2017,mjɛ,Araujo2012,mẽgai,Bandeira2017,mindʒer,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,miɲɟer,Biagui2012,muhɛ,Quint2000,muhe,Schwegler2000,muheɾ,Diccionario2008,muheɾ,Sippola2011,muheɾ,DeCastro2019,fam,Tobler 1983,fãm,Barthèlemi 2007,fam,Valdman et al. 1999,fãm,Wittmann 1973,fãm,Barbotin & Tourenux 2000,fãm,Confiant 2007,"fãm, madãm, mãmzɛl",Frank 2001,fam,Wittmann 1973,fam,Baker 1982,fam,Baker 1982
worm,animal,miɲɔkɐ,gusano,vɛʁ,bitʃ,Clements2011,bitʃ,Clements2011,bitʃ,Clements2012,biːtʃi,Clements2012,,,tʃatʃiŋ,BaxterSilva2004,bitʃu,FernandesBaxter2001,mioka,Maurer2011,bitʃu,Quint1998,lɐgaɾtɐ,Baptista2019,lɐgaɾtɐ,Baptista2019,bitʃu,Baptista2019,bitʃu,Baptista2019,bisu,Bandeira2017,bisu,Bandeira2017,bisu,Araujo2012,biθu,Bandeira2017,bagabagɐ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,bitʃi,JacobsHoyer2018,mahoho (unk etym.),Schwegler2002,bulati,Diccionario2008,bulati,Sippola2011,gusanu,DeCastro2019,vɛ,Tobler 1987,vɛ,Barthèlemi 2007,vɛɾ,Valdman et al. 1999,vɛ,Wittmann 1973,vɛ,Barbotin & Tourenux 2000,vɛ,Confiant 2007,ve,Mondesir 1992,leveɣ,Wittmann 1973,,,levɛɛdtɛɛ,"Michaelis, Rosalie & Muhme 2009"
year,time,ɐnu,año,"ɑ̃, ane",an,Clements2011,an,Clements2011,an,Clements2012,aːnu,Clements2012,anɛ,Clements2012,anu,BaxterSilva2004,anu,FernandesBaxter2001,anu,Maurer2011,anu,Quint1998,on,Baptista2014,ɔn,Baptista2019,anu,Baptista2019,anu,Baptista2019,ɐ̃nu,AraujoHagemeijer2013,anu,HagemeijerMaurer-CecchiniSegorbe2020,anu,Araujo2012,anu,Cosme2014,anu,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,anu,Biagui2012,aɲa,JacobsHoyer2018,aɲo,BickertonEscalante1970,anjo,Diccionario2008,anju,Sippola2011,aɲu,Camins1999,ane,Tobler 1983,ã,Barthèlemi 2007,an,Valdman et al. 1999,ane,Wittmann 1973,lãne,Barbotin & Tourenux 2000,lãne,Confiant 2007,zã,Mondesir 1992,ane,Wittmann 1973,,,lãnɛ̃,"Michaelis, Rosalie & Muhme 2009"
yellow,colour,ɐmɐɾɛlu,amarillo,ʒon,maɾɛl,Clements2011,maɾɛl,Clements2011,amɾɛl,Clements2012,maɾelo,SilvaTrigo2022,maɾæl,Clements2012,marelu,BaxterSilva2004,maɾilu,FernandesBaxter2001,maɾelu,Maurer2011,maɾɛlu,Quint1998,meɾel,Baptista2019,ɐmɐɾɛl,Baptista2019,maɾelu,Baptista2019,maɾelu,Baptista2019,malɛlu,Bandeira2017,dɔladu,Bandeira2017,marɛlu,Araujo2012,malɛlu,Bandeira2017,amaɾɛlʊ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,,,hel,Quint2000,amariw,Mercado2026,amaɾilju,Diccionario2008,amaɾilju,Sippola2011,amaɾiʎu,DeCastro2019,ʒɔn,Tobler 1983,ʒɔn,Barthèlemi 2007,ʒon,Valdman et al. 1999,ʒõn,Wittmann 1973,ʒɔ̃n,Barbotin & Tourenux 2000,ʒɔ̃n,Confiant 2007,ʒɔn,Frank 2001,zon,Wittmann 1973,zɔ̃,Baker 1982,zɔ̃,Baker 1982
you (plural),pro,vɔʃ,"vosotros, vosotras, ustedes",vu,,,,,,,botus,Clements2012,,,bolotu,BaxterSilva2004,vosotɾu,FernandesBaxter2001,vosotəɾ,Maurer2011,ɲos,Quint1998,pseʃ,Baptista2014,bzot,Swolkien2015,ɲos,Baptista2019,ɲos,Baptista2019,inɐ̃se,AraujoHagemeijer2013,namsɛː,HagemeijerMaurer-CecchiniSegorbe2020,ɔwɔ,Araujo2012,eθe,Cosme2014,abɔs,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,bos,Biagui2012,boso,JacobsHoyer2018,enu,Schwegler2000,buso,Diccionario2008,tedi,Sippola2011,kamo,DeCastro2019,zɔt,Tobler 1983,u,Barthèlemi 2007,to,Valdman et al. 1999,u,Wittmann 1973,zot,Barbotin & Tourenux 2000,zot,Confiant 2007,zɔt,Mondesir 1992,twa,Wittmann 1973,zot,Stein 1984,to,Baker 1982
you (singular),pro,tu,"tú, vos, usted (formal)","ty, vu",use,Clements2012,use,Clements2012,use,Clements2012,bose,Callaway1820,bosə,Clements2012,bos,BaxterSilva2004,vos,FernandesBaxter2001,bos,Maurer2011,bu,Quint1998,se,Baptista2014,bo,Swolkien2015,bo,Tavares2020,bo,Baptista2019,bo,AraujoHagemeijer2013,bo,HagemeijerMaurer-CecchiniSegorbe2020,tʃi,Araujo2012,bo,Cosme2014,abɔ,SilvaAfonsoMachadoCunhaMarquesFernandesGianfranchiJúniorBorgesMartinsZardoLimaMendesTrigo2024,bo,Biagui2012,bo,Quint2000,bo,Schwegler2000,tu,Diccionario2008,bus,Sippola2011,bo,DeCastro2019,u,Tobler 1983,azɔt,Barthèlemi 2007,vuzɔt,Valdman et al. 1999,zɔt,Wittmann 1973,u,Barbotin & Tourenux 2000,u,Confiant 2007,wu,Mondesir 1992,zot,Wittmann 1973,twe,Baker 1982,u,"Michaelis, Rosalie & Muhme 2009"
Total,,,,,199,,202,,181,,201,,177,,198,,162,,181,,207,,201,,201,,201,,197,,200,,191,,193,,181,,195,,153,,207,,160,,197,,200,,187,,203,,191,,207,,197,,206,,206,,207,,207,,144,,203,
